Country,Countryrank,Hospital,Score,City,Year
USA,157,Scripps Green Hospital,70.9,"La Jolla, CA",2020
USA,158,Evanston Hospital,70.9,"Evanston, IL",2020
USA,159,Sharp Chula Vista Medical Center,70.8,"Chula Vista, CA",2020
USA,160,Advocate Christ Medical Center,70.7,"Oak Lawn, IL",2020
USA,161,Brigham And Women's Faulkner Hospital,70.7,"Boston, MA",2020
USA,162,Abbott Northwestern Hospital,70.5,"Minneapolis, MN",2020
USA,163,Strong Memorial Hospital - University of Rochester,70.5,"Rochester, NY",2020
USA,164,Mills-Peninsula Medical Center,70.5,"Burlingame, CA",2020
USA,165,Sky Ridge Medical Center,70.4,"Lone Tree, CO",2020
USA,166,AMITA Health Adventist Medical Center,70.4,"Hinsdale, IL",2020
USA,167,Lancaster General Hospital,70.4,"Lancaster, PA",2020
USA,168,Sentara Norfolk General Hospital,70.4,"Norfolk, VA",2020
USA,169,United Regional Health Care System,70.2,"Wichita Falls, TX",2020
USA,170,Overlook Medical Center,70.1,"Summit, NJ",2020
USA,171,Northwestern Medicine - Delnor Hospital,70.1,"Geneva, IL",2020
USA,172,Providence Little Company of Mary Medical Center,69.9,"Torrance, CA",2020
USA,173,Doylestown Hospital,69.9,"Doylestown, PA",2020
USA,174,St. David's Medical Center,69.9,"Austin, TX",2020
USA,175,Avera McKennan Hospital and University Health Center,69.9,"Sioux Falls, SD",2020
USA,176,St Vincent Healthcare,69.8,"Billings, MT",2020
USA,177,St Patrick Hospital,69.8,"Missoula, MT",2020
USA,178,Saratoga Hospital,69.8,"Saratoga Springs, NY",2020
USA,179,Baylor Scott & White Medical Center,69.8,"Plano, TX",2020
USA,180,Sarasota Memorial Hospital,69.7,"Sarasota, FL",2020
USA,181,John Muir Medical Center - Concord Campus,69.5,"Concord, CA",2020
USA,182,SSM Health - St. Mary's Hospital,69.5,"Jefferson City, MO",2020
USA,183,Community Hospital East,69.5,"Indianapolis, IN",2020
USA,184,St Lukes Hospital,69.5,"Chesterfield, MO",2020
USA,185,WVU Medicine,69.5,"Morgantown, WV",2020
USA,186,Cleveland Clinic - Hillcrest Hospital,69.4,"Mayfield Heights, OH",2020
USA,187,Northern Light Mercy Hospital,69.3,"Portland, ME",2020
USA,188,Billings Clinic Hospital,69.2,"Billings, MT",2020
USA,189,UCHealth Poudre Valley Hospital,69.2,"Fort Collins, CO",2020
USA,190,LDS Hospital,69.2,"Salt Lake City, UT",2020
USA,191,Advocate Illinois Masonic Medical Center,69.1,"Chicago, IL",2020
USA,192,St Jude Medical Center,69.1,"Fullerton, CA",2020
USA,193,Edward Hospital,69,"Naperville, IL",2020
USA,194,Baptist Health Lexington,69,"Lexington, KY",2020
USA,195,University of Missouri Health Care,69,"Columbia, MO",2020
USA,196,Wentworth-Douglass Hospital,69,"Dover, NH",2020
USA,197,Emory Johns Creek Hospital,68.9,"Johns Creek, GA",2020
USA,198,Blanchard Valley Hospital,68.9,"Findlay, OH",2020
USA,199,Adventhealth Orlando,68.8,"Orlando, FL",2020
USA,200,Jewish Hospital - Mercy Health,68.8,"Cincinnati, OH",2020
USA,201,Kaiser Permanente San Diego Medical Center & Zion Medical Center,68.7,"San Diego, CA",2020
USA,202,Willis Knighton Medical Center,68.7,"Shreveport, LA",2020
USA,203,Morton Plant Hospital,68.6,"Clearwater, FL",2020
USA,204,Tulane Medical Center,68.6,"New Orleans, LA",2020
USA,205,Southcoast Hospitals Group,68.5,"Fall River, MA",2020
USA,206,Fulton County Health Center,68.4,"Wauseon, OH",2020
USA,207,Fairview Ridges Hospital,68.4,"Burnsville, MN",2020
USA,208,Hopedale Medical Complex,68.3,"Hopedale, IL",2020
USA,209,Baptist Hospital of Miami,68.3,"Miami, FL",2020
USA,210,Main Line Hospital,68.3,"Paoli, PA",2020
USA,211,Saint Joseph Medical Center,68.3,"Towson, MD",2020
USA,212,Methodist Willowbrook Hospital,68.2,"Houston, TX",2020
USA,213,Salem Hospital,68.2,"Salem, OR",2020
USA,214,Geisinger Medical Center,68.2,"Danville, PA",2020
USA,215,Holy Cross Hospital,68.2,"Fort Lauderdale, FL",2020
USA,216,Henrico Doctors' Hospital,68.1,"Richmond, VA",2020
USA,217,Good Samaritan Medical Center,68.1,"Lafayette, CO",2020
USA,218,Kaiser Permanente Los Angeles Medical Center,68.1,"Los Angeles, CA",2020
USA,219,Sherman Hospital,67.9,"Elgin, IL",2020
USA,220,Mercy St. Anne Hospital,67.9,"Toledo, OH",2020
USA,221,Straub Clinic And Hospital,67.9,"Honolulu, HI",2020
USA,222,Griffin Hospital,67.9,"Derby, CT",2020
USA,223,Mayo Clinic Healthcare System - Franciscan Medical Center,67.8,"La Crosse, WI",2020
USA,224,Kaiser Permanente Moanalua (Hawaii) Medical Center,67.8,"Honolulu, HI",2020
USA,225,Henry Ford West Bloomfield Hospital,67.7,"West Bloomfield, MI",2020
USA,226,Cape Cod Hospital,67.6,"Hyannis, MA",2020
USA,227,Banner University Medical Center Tucson,67.5,"Tucson, AZ",2020
USA,228,The Medical Center of Aurora,67.4,"Aurora, CO",2020
USA,229,Park Nicollet Methodist Hospital,67.3,"Saint Louis Park, MN",2020
USA,230,St. Joseph Medical Center,67.3,"Bloomington, IL",2020
USA,231,Methodist Hospital of Southern California,67.3,"Arcadia, CA",2020
USA,232,Aultman Hospital,67.3,"Canton, OH",2020
USA,233,Fayette Medical Center,67.2,"Fayette, AL",2020
USA,234,SSM Health St. Mary's Hospital - Madison,67.2,"Madison, WI",2020
USA,235,Memorial Hospital of South Bend,67.2,"South Bend, IN",2020
USA,236,Mercy Gilbert Medical Center,67.1,"Gilbert, AZ",2020
USA,237,Piedmont Athens Regional Medical Center,67.1,"Athens, GA",2020
USA,238,St. Louis University Hospital,67.1,"Saint Louis, MO",2020
USA,239,Norman Regional Hospital,67.1,"Norman, OK",2020
USA,240,Virginia Hospital Center,67.1,"Arlington, VA",2020
USA,241,Vassar Brothers Medical Center,67,"Poughkeepsie, NY",2020
USA,242,Bethesda North Hospital,67,"Cincinnati, OH",2020
USA,243,Baptist Medical Center - Beaches,67,"Jacksonville Beach, FL",2020
USA,244,Texas Health Southwest - Harris Methodist Hospital,67,"Fort Worth, TX",2020
USA,245,Mayo Clinic Health System - Albert Lea And Austin,67,"Albert Lea, MN",2020
USA,246,California Pacific Medical Center,66.9,"San Francisco, CA",2020
USA,247,Mclaren Northern Michigan,66.9,"Petoskey, MI",2020
USA,248,Newark Beth Israel Medical Center,66.8,"Newark, NJ",2020
USA,249,Northeast Georgia Medical Center,66.7,"Gainesville, GA",2020
USA,250,Alexian Brothers Medical Center,66.7,"Elk Grove Village, IL",2020
USA,251,Southwest Health Center - Platteville,66.7,"Platteville, WI",2020
USA,252,Firsthealth Moore Regional Hospital,66.6,"Pinehurst, NC",2020
USA,253,Medical Center Navicent Health,66.5,"Macon, GA",2020
USA,254,Community Memorial Hospital,66.5,"Menomonee Falls, WI",2020
USA,255,Main Line Hospital - Bryn Mawr Campus,66.4,"Bryn Mawr, PA",2020
USA,256,MedStar Good Samaritan Hospital,66.4,"Baltimore, MD",2020
USA,257,MedStar Union Memorial Hospital,66.3,"Baltimore, MD",2020
USA,258,St. Vincent Indianapolis Hospital,66.3,"Indianapolis, IN",2020
USA,259,Inova Fair Oaks Hospital,66.2,"Fairfax, VA",2020
USA,260,Catholic Medical Center,66.2,"Manchester, NH",2020
USA,261,St. Johns Medical Center,66.1,"Jackson, WY",2020
USA,262,Bellevue Hospital Center,66.1,"New York, NY",2020
USA,263,Sentara Princess Anne Hospital,66,"Virginia Beach, VA",2020
USA,264,Logan Regional Hospital,66,"Logan, UT",2020
USA,265,Johnston Health,65.9,"Smithfield, NC",2020
USA,266,Wooster Community Hospital,65.9,"Wooster, OH",2020
USA,267,Bellin Memorial Hospital,65.9,"Green Bay, WI",2020
USA,268,UH Parma Medical Center,65.7,"Parma, OH",2020
USA,269,Temple University Hospital,65.7,"Philadelphia, PA",2020
USA,270,Rochester General Hospital,65.6,"Rochester, NY",2020
USA,271,Southwestern Medical Center,65.5,"Lawton, OK",2020
USA,272,Integris Southwest Medical Center,65.5,"Oklahoma City, OK",2020
USA,273,Northridge Hospital Medical Center,65.5,"Northridge, CA",2020
USA,274,Seton Medical Center Hays,65.3,"Kyle, TX",2020
USA,275,Asante Rogue Regional Medical Center,65.3,"Medford, OR",2020
USA,276,Gwinnett Medical Center,65.3,"Lawrenceville, GA",2020
USA,277,Ascension Providence Hospital,65.3,"Southfield, MI",2020
USA,278,Baptist Health Medical Center – North Little Rock,65.2,"North Little Rock, AR",2020
USA,279,Northwestern Lake Forest Hospital,65.1,"Lake Forest, IL",2020
USA,280,Presence Saints Mary And Elizabeth Medical Center,65.1,"Chicago, IL",2020
USA,281,Via Christi Hospital on St. Francis,65,"Wichita, KS",2020
USA,1,Mayo Clinic - Rochester,98.8,"Rochester, MN",2019
USA,2,Cleveland Clinic,97.4,"Cleveland, OH",2019
USA,3,The Johns Hopkins Hospital,96.7,"Baltimore, MD",2019
USA,4,Massachusetts General Hospital,96.5,"Boston, MA",2019
USA,5,UCSF Medical Center,92,"San Francisco, CA",2019
USA,6,New York-Presbyterian Hospital-Columbia and Cornell,91.8,"New York, NY",2019
USA,7,Brigham And Women's Hospital,91.7,"Boston, MA",2019
USA,8,Ronald Reagan UCLA Medical Center,91.3,"Los Angeles, CA",2019
USA,9,Mayo Clinic - Phoenix,91.2,"Phoenix, AZ",2019
USA,10,University of Michigan Hospitals - Michigan Medicine,91.1,"Ann Arbor, MI",2019
USA,11,Cedars-Sinai Medical Center,90.8,"Los Angeles, CA",2019
USA,12,Hospitals of the University of Pennsylvania - Penn Presbyterian,90.5,"Philadelphia, PA",2019
USA,13,Stanford Health Care-Stanford Hospital,90.3,"Stanford, CA",2019
USA,14,University of Wisconsin Hospitals,89.9,"Madison, WI",2019
USA,15,Northwestern Memorial Hospital,89.3,"Chicago, IL",2019
USA,16,The Mount Sinai Hospital,89,"New York, NY",2019
USA,17,UCLA Medical Center - Santa Monica,88.9,"Santa Monica, CA",2019
USA,18,NYU Langone Hospitals,88.8,"New York, NY",2019
USA,19,Cleveland Clinic Fairview Hospital,88.4,"Cleveland, OH",2019
USA,20,Duke University Hospital,88.4,"Durham, NC",2019
USA,21,Barnes-Jewish Hospital,88.1,"Saint Louis, MO",2019
USA,22,UPMC Presbyterian & Shadyside,87.8,"Pittsburgh, PA",2019
USA,23,Jefferson Health-Thomas Jefferson University Hospitals,87.4,"Philadelphia, PA",2019
USA,24,University Hospitals Cleveland Medical Center,87.4,"Cleveland, OH",2019
USA,25,Emory University Hospital,87.3,"Atlanta, GA",2019
USA,26,Ohio State University Wexner Medical Center,87.1,"Columbus, OH",2019
USA,27,Vanderbilt University Medical Center,87.1,"Nashville, TN",2019
USA,28,Morristown Medical Center,87,"Morristown, NJ",2019
USA,29,Rush University Medical Center,86.7,"Chicago, IL",2019
USA,30,University of Colorado Hospital,86.4,"Aurora, CO",2019
USA,31,Scripps La Jolla Hospitals,86.3,"La Jolla, CA",2019
USA,32,Tufts Medical Center,86.2,"Boston, MA",2019
USA,33,University of Kansas Hospital,86.1,"Kansas City, KS",2019
USA,34,UT Southwestern Medical Center,86,"Dallas, TX",2019
USA,35,"University of California, Davis Medical Center",86,"Sacramento, CA",2019
USA,36,Beth Israel Deaconess Medical Center,86,"Boston, MA",2019
USA,37,UAB Hospital,85.9,"Birmingham, AL",2019
USA,38,Torrance Memorial Medical Center,85.5,"Torrance, CA",2019
USA,39,Baylor University Medical Center,85.4,"Dallas, TX",2019
USA,40,Keck Hospital of USC,85.3,"Los Angeles, CA",2019
USA,41,University of Chicago Medical Center,85.3,"Chicago, IL",2019
USA,42,Mayo Clinic - Jacksonville,85.3,"Jacksonville, FL",2019
USA,43,OHSU Hospital,85.3,"Portland, OR",2019
USA,44,Virginia Mason Medical Center,85.1,"Seattle, WA",2019
USA,45,University of Iowa Hospitals and Clinics,84.2,"Iowa City, IA",2019
USA,46,Yale New Haven Hospital,84.2,"New Haven, CT",2019
USA,47,Beaumont Hospital - Royal Oak,84.1,"Royal Oak, MI",2019
USA,48,Baylor St. Luke's Medical Center,84.1,"Houston, TX",2019
USA,49,Loyola University Medical Center,83.7,"Maywood, IL",2019
USA,50,University of North Carolina Hospitals,83.7,"Chapel Hill, NC",2019
USA,51,University of Minnesota Medical Center,83.6,"Minneapolis, MN",2019
USA,52,Swedish Medical Center,83.4,"Seattle, WA",2019
USA,53,Hackensack University Medical Center,83.3,"Hackensack, NJ",2019
USA,54,MUSC Health-University Medical Center,83.3,"Charleston, SC",2019
USA,55,University of Washington Medical Center,83.2,"Seattle, WA",2019
USA,56,Nebraska Medicine - Nebraska Medical Center,83.1,"Omaha, NE",2019
USA,57,Baystate Medical Center,83,"Springfield, MA",2019
USA,58,Mercy Hospital St. Louis,83,"Saint Louis, MO",2019
USA,59,Indiana University Health Medical Center,82.5,"Indianapolis, IN",2019
USA,60,UC San Diego Health-Jacobs Medical Center,82.4,"San Diego, CA",2019
USA,61,MemorialCare Long Beach Medical Center,82.2,"Long Beach, CA",2019
USA,62,University Of Virginia Med Center,82.1,"Charlottesville, VA",2019
USA,63,Houston Methodist Hospital,82.1,"Houston, TX",2019
USA,64,Aurora St. Luke's Medical Center,81.8,"Milwaukee, WI",2019
USA,65,Sparrow Hospital,81.7,"Lansing, MI",2019
USA,66,Cleveland Clinic Akron General,81.7,"Akron, OH",2019
USA,67,Miami Valley Hospital,81.5,"Dayton, OH",2019
USA,68,Advocate Good Samaritan Hospital,81.5,"Downers Grove, IL",2019
USA,69,Johns Hopkins Bayview Medical Center,81.3,"Baltimore, MD",2019
USA,70,Umass Memorial Medical Center,81.2,"Worcester, MA",2019
USA,71,University of Cincinnati Medical Center,81,"Cincinnati, OH",2019
USA,72,Newton-Wellesley Hospital,80.9,"Newton, MA",2019
USA,73,Cleveland Clinic Florida,80.5,"Weston, FL",2019
USA,74,Inova Fairfax Hospital,80.5,"Falls Church, VA",2019
USA,75,St. Joseph Mercy Chelsea,80.5,"Chelsea, MI",2019
USA,76,University Of Maryland Medical Center,80.2,"Baltimore, MD",2019
USA,77,St. Cloud Hospital,80.2,"Saint Cloud, MN",2019
USA,78,Advocate Lutheran General Hospital,79.7,"Park Ridge, IL",2019
USA,79,SSM Health Saint Louis University Hospital,79.6,"Saint Louis, MO",2019
USA,80,Inova Alexandria Hospital,79.6,"Alexandria, VA",2019
USA,81,St. Luke's Hospital of Kansas City,79.5,"Kansas City, MO",2019
USA,82,Henry Ford Hospital,79.4,"Detroit, MI",2019
USA,83,Huntington Memorial Hospital,79.4,"Pasadena, CA",2019
USA,84,Regions Hospital,79.3,"Saint Paul, MN",2019
USA,85,Penn State Health Milton S. Hershey Medical Center,79,"Hershey, PA",2019
USA,86,St. Luke's Regional Medical Center,78.4,"Boise, ID",2019
USA,87,Queen's Medical Center,78.3,"Honolulu, HI",2019
USA,88,Christiana Care Hospitals,78.2,"Newark, DE",2019
USA,89,Sharp Memorial Hospital,78,"San Diego, CA",2019
USA,90,Dartmouth-Hitchcock Medical Center,77.9,"Lebanon, NH",2019
USA,91,University of Utah Hospital,77.9,"Salt Lake City, UT",2019
USA,92,Mission Hospital - Mission Viejo,77.9,"Mission Viejo, CA",2019
USA,93,Hoag Memorial Hospital Presbyterian,77.8,"Newport Beach, CA",2019
USA,94,Christ Hospital,77.7,"Cincinnati, OH",2019
USA,95,Intermountain Medical Center,77.7,"Murray, UT",2019
USA,96,Penn Medicine Chester County Hospital,77.6,"West Chester, PA",2019
USA,97,Advocate Christ Medical Center,77.6,"Oak Lawn, IL",2019
USA,98,Overlook Medical Center,77.4,"Summit, NJ",2019
USA,99,University of Kentucky Albert B. Chandler Hospital,77.3,"Lexington, KY",2019
USA,100,Indiana University Health West Hospital,77.2,"Avon, IN",2019
USA,101,Beaumont Hospital - Troy,77.2,"Troy, MI",2019
USA,102,Froedtert Hospital and the Medical College of Wisconsin,77,"Milwaukee, WI",2019
USA,103,Carolinas Medical Center,77,"Charlotte, NC",2019
USA,104,Valley Hospital,76.9,"Ridgewood, NJ",2019
USA,105,Northwestern Medicine Central DuPage Hospital,76.8,"Winfield, IL",2019
USA,106,Medical City Dallas,76.7,"Dallas, TX",2019
USA,107,Providence Portland Medical Center,76.6,"Portland, OR",2019
USA,108,Harborview Medical Center,76.6,"Seattle, WA",2019
USA,109,Memorial Hermann-Texas Medical Center,76.6,"Houston, TX",2019
USA,110,Medical Center Navicent Health,76.5,"Macon, GA",2019
USA,111,John Muir Health-Walnut Creek Medical Center,76.5,"Walnut Creek, CA",2019
USA,112,Providence St Vincent Medical Center,76.4,"Portland, OR",2019
USA,113,Holy Cross Hospital,76.4,"Fort Lauderdale, FL",2019
USA,114,The Moses H. Cone Memorial Hospital,76.4,"Greensboro, NC",2019
USA,115,Porter Adventist Hospital,76.4,"Denver, CO",2019
USA,116,Indiana University Health North Hospital,76.3,"Carmel, IN",2019
USA,117,Maine Medical Center,76.3,"Portland, ME",2019
USA,118,Tampa General Hospital,76.1,"Tampa, FL",2019
USA,119,Memorial Hermann Memorial City Medical Center,75.9,"Houston, TX",2019
USA,120,ProMedica Toledo Hospital,75.9,"Toledo, OH",2019
USA,121,Parker Adventist Hospital,75.9,"Parker, CO",2019
USA,122,Boone Hospital Center,75.8,"Columbia, MO",2019
USA,123,Kaiser Permanente Woodland Hills Medical Center,75.8,"Woodland Hills, CA",2019
USA,124,The Medical Center of Aurora,75.8,"Aurora, CO",2019
USA,125,St Luke's Hospital Bethlehem,75.7,"Bethlehem, PA",2019
USA,126,Sanford USD Medical Center,75.6,"Sioux Falls, SD",2019
USA,127,VCU Medical Center,75.6,"Richmond, VA",2019
USA,128,Mercy Gilbert Medical Center,75.6,"Gilbert, AZ",2019
USA,129,El Camino Hospital,75.3,"Mountain View, CA",2019
USA,130,Bon Secours St. Francis Hospital,75.3,"Charleston, SC",2019
USA,131,Baylor Scott & White Medical Center – Temple,75.3,"Temple, TX",2019
USA,132,Emory Saint Joseph's Hospital,75.1,"Atlanta, GA",2019
USA,133,Emory Johns Creek Hospital,75.1,"Johns Creek, GA",2019
USA,134,Advocate Illinois Masonic Medical Center,75.1,"Chicago, IL",2019
USA,135,Catholic Medical Center,75,"Manchester, NH",2019
USA,136,Bellevue Hospital Center,75,"New York, NY",2019
USA,137,MedStar Georgetown University Hospital,74.9,"Washington, DC",2019
USA,137,Sharp Chula Vista Medical Center,74.9,"Chula Vista, CA",2019
USA,139,Sentara Norfolk General Hospital,74.9,"Norfolk, VA",2019
USA,140,North Shore University Hospital,74.8,"Manhasset, NY",2019
USA,141,MedStar Good Samaritan Hospital,74.8,"Baltimore, MD",2019
USA,142,St Vincent Healthcare,74.7,"Billings, MT",2019
USA,143,Lahey Hospital and Medical Center,74.7,"Burlington, MA",2019
USA,144,Aultman Hospital,74.7,"Canton, OH",2019
USA,145,UC Irvine Medical Center,74.7,"Orange, CA",2019
USA,146,Mission Hospital,74.6,"Asheville, NC",2019
USA,147,Newark Beth Israel Medical Center,74.5,"Newark, NJ",2019
USA,148,UNC REX Hospital,74.5,"Raleigh, NC",2019
USA,149,Sentara Williamsburg Regional Medical Center,74.5,"Williamsburg, VA",2019
USA,150,Doylestown Hospital,74.4,"Doylestown, PA",2019
USA,151,Banner University Medical Center Tucson,74.4,"Tucson, AZ",2019
USA,152,Creighton University Medical Center-Bergan Mercy,74.4,"Omaha, NE",2019
USA,153,Strong Memorial Hospital of the University of Rochester,74.3,"Rochester, NY",2019
USA,154,Piedmont Athens Regional Medical Center,74.2,"Athens, GA",2019
USA,155,UnityPoint Health - Meriter,74.2,"Madison, WI",2019
USA,156,Saratoga Hospital,74.2,"Saratoga Springs, NY",2019
USA,157,University Of Missouri Health Care,74.2,"Columbia, MO",2019
USA,158,Anne Arundel Medical Center,74.1,"Annapolis, MD",2019
USA,159,WVU Medicine West Virginia University Hospitals,74.1,"Morgantown, WV",2019
USA,160,EvergreenHealth Medical Center - Kirkland,74.1,"Kirkland, WA",2019
USA,161,Reading Hospital,74.1,"Reading, PA",2019
USA,162,Southcoast Hospitals Group,74,"Fall River, MA",2019
USA,163,UnityPoint Health - St. Luke's Hospital,74,"Cedar Rapids, IA",2019
USA,164,Mills-Peninsula Medical Center,73.8,"Burlingame, CA",2019
USA,165,Fairview Southdale Hospital,73.8,"Edina, MN",2019
USA,166,Baptist Hospital Of Miami,73.7,"Miami, FL",2019
USA,167,Community Hospital East,73.7,"Indianapolis, IN",2019
USA,168,Beaumont Hospital - Grosse Pointe,73.7,"Grosse Pointe, MI",2019
USA,169,United Regional Health Care System - Wichita Falls,73.6,"Wichita Falls, TX",2019
USA,170,Roper Hospital,73.4,"Charleston, SC",2019
USA,171,Sky Ridge Medical Center,73.4,"Lone Tree, CO",2019
USA,172,Northeast Georgia Medical Center,73.3,"Gainesville, GA",2019
USA,173,Elliot Hospital,73.3,"Manchester, NH",2019
USA,174,Avera McKennan Hospital and University Health Center,73.2,"Sioux Falls, SD",2019
USA,175,Silver Cross Hospital,73.2,"New Lenox, IL",2019
USA,176,Integris Southwest Medical Center,73.2,"Oklahoma City, OK",2019
USA,177,Geisinger Medical Center,73.2,"Danville, PA",2019
USA,178,Tulane Medical Center,73.1,"New Orleans, LA",2019
USA,179,Billings Clinic Hospital,73.1,"Billings, MT",2019
USA,180,Northridge Hospital Medical Center,73,"Northridge, CA",2019
USA,181,Palomar Medical Center,73,"Escondido, CA",2019
USA,182,Ascension Via Christi St. Francis,72.9,"Wichita, KS",2019
USA,183,Advocate South Suburban Hospital,72.9,"Hazelcrest, IL",2019
USA,184,Norman Regional Hospital,72.8,"Norman, OK",2019
USA,185,Providence Little Company of Mary Medical Center Torrance,72.8,"Torrance, CA",2019
USA,186,Lancaster General Hospital,72.8,"Lancaster, PA",2019
USA,187,St. Francis Downtown,72.7,"Greenville, SC",2019
USA,188,St. Vincent Indianapolis Hospital,72.7,"Indianapolis, IN",2019
USA,189,St Francis Hospital & Medical Center,72.6,"Hartford, CT",2019
USA,190,Kaiser Permanente Santa Clara Medical Center,72.5,"Santa Clara, CA",2019
USA,191,AMITA Health Adventist Medical Center Hinsdale,72.5,"Hinsdale, IL",2019
USA,192,Vassar Brothers Medical Center,72.5,"Poughkeepsie, NY",2019
USA,193,Santa Barbara Cottage Hospital,72.5,"Santa Barbara, CA",2019
USA,194,Sarasota Memorial Hospital,72.4,"Sarasota, FL",2019
USA,195,Utah Valley Hospital,72.3,"Provo, UT",2019
USA,196,Holland Hospital,72.3,"Holland, MI",2019
USA,197,Carolina East Medical Center,72.3,"New Bern, NC",2019
USA,198,MedStar Union Memorial Hospital,72.2,"Baltimore, MD",2019
USA,199,Methodist Hospital of Southern California,72.2,"Arcadia, CA",2019
USA,200,Willis Knighton Medical Center,72.1,"Shreveport, LA",2019
USA,201,Temple University Hospital,72,"Philadelphia, PA",2019
USA,202,California Pacific Medical Center,71.9,"San Francisco, CA",2019
USA,203,UCHealth Poudre Valley Hospital,71.8,"Fort Collins, CO",2019
USA,204,Griffin Hospital,71.7,"Derby, CT",2019
USA,205,Evanston Hospital,71.7,"Evanston, IL",2019
USA,206,Bethesda North Hospital,71.6,"Cincinnati, OH",2019
USA,207,University of Louisville Hospital,71.6,"Louisville, KY",2019
USA,208,Jewish Hospital — Mercy Health,71.5,"Cincinnati, OH",2019
USA,209,Legacy Salmon Creek Medical Center,71.5,"Vancouver, WA",2019
USA,210,Baptist Health Medical Center-Little Rock,71.4,"North Little Rock, AR",2019
USA,211,Rochester General Hospital,71.4,"Rochester, NY",2019
USA,212,Gwinnett Medical Center,71.2,"Lawrenceville, GA",2019
USA,213,UH Parma Medical Center,71.1,"Parma, OH",2019
USA,214,Memorial Hospital of South Bend,71.1,"South Bend, IN",2019
USA,215,Northern Light Mercy Hospital,71.1,"Portland, ME",2019
USA,216,Southwestern Medical Center,71,"Lawton, OK",2019
USA,217,Good Samaritan Medical Center,70.9,"Lafayette, CO",2019
USA,218,Alexian Brothers Medical Center,70.9,"Elk Grove Village, IL",2019
USA,219,Scripps Green Hospital,70.8,"La Jolla, CA",2019
USA,220,Saint Joseph Medical Center,70.6,"Towson, MD",2019
USA,221,Cleveland Clinic Hillcrest Hospital,70.5,"Mayfield Heights, OH",2019
USA,222,Henrico Doctors' Hospital,70.5,"Richmond, VA",2019
USA,223,Salem Hospital,70.4,"Salem, OR",2019
USA,224,"Ascension Providence Hospital, Southfield Campus",70.4,"Southfield, MI",2019
USA,225,Houston Methodist Willowbrook Hospital,70.2,"Houston, TX",2019
USA,226,Concord Medical Center,70.2,"Concord, CA",2019
Canada,1,Toronto General Hospital,91.1,"Toronto, ON",2019
Canada,2,North York General Hospital,91,"Toronto, ON",2019
Canada,3,Rockyview General Hospital,90.3,"Calgary, AB",2019
Canada,4,Jewish General Hospital,89.3,"Montreal, QC",2019
Canada,5,Sunnybrook Health Sciences Centre,88.3,"Toronto, ON",2019
Canada,6,Montreal General Hospital (McGill University Health Centre),87.9,"Montreal, QC",2019
Canada,7,Royal Jubilee Hospital (RJH),87.8,"Victoria, BC",2019
Canada,8,The Royal Victoria Hospital (McGill University Health Centre),87.8,"Montreal, QC",2019
Canada,9,Vancouver General Hospital (VGH),87.8,"Vancouver, BC",2019
Canada,10,Foothills Medical Centre,87.5,"Calgary, AB",2019
Canada,11,Centre hospitalier de l’Université de Montréal (CHUM),87.2,"Montreal, QC",2019
Canada,12,Victoria General Hospital,87.1,"Victoria, BC",2019
Canada,13,Toronto Western Hospital,86.5,"Toronto, ON",2019
Canada,14,Peter Lougheed Centre,86.5,"Calgary, AB",2019
Canada,15,Mount Sinai Hospital,86.5,"Toronto, ON",2019
Canada,16,St. Paul's Hospital,86,"Vancouver, BC",2019
Canada,17,Grace Hospital,86,"Winnipeg, MB",2019
Canada,18,Lachine Hospital (McGill University Health Centre),85.9,"Lachine, QC",2019
Canada,19,Humber River Hospital,85.7,"Toronto, ON",2019
Canada,20,Queen Elizabeth II Health Sciences Centre,85.7,"Halifax, NS",2019
Canada,21,Hôpital de l'Enfant-Jésus (CHU de Québec-Université Laval),85.2,"Quebec City, QC",2019
Canada,22,St. Michael’s Hospital (Toronto),85.1,"Toronto, ON",2019
Canada,23,Kelowna General Hospital,85.1,"Kelowna, BC",2019
Canada,24,UBC Hospital (UBC),85,"Vancouver, BC",2019
Canada,25,Queensway Carleton Hospital,84.8,"Ottawa, ON",2019
Canada,26,"Misericordia Community Hospital, Covenant Health",84.7,"Edmonton, AB",2019
Canada,27,"Victoria Hospital (London, Ontario)",84.5,"London, ON",2019
Canada,28,"Grey Nuns Community Hospital, Covenant Health",84.2,"Edmonton, AB",2019
Canada,29,The Ottawa Hospital,83.9,"Ottawa, ON",2019
Canada,30,Kingston General Hospital,83.8,"Kingston, ON",2019
Canada,31,St. Joseph’s Healthcare Hamilton,83.8,"Hamilton, ON",2019
Canada,32,Health Sciences Centre Winnipeg,83.7,"Winnipeg, MB",2019
Canada,33,Royal Columbian Hospital,83.7,"New Westminster, BC",2019
Canada,34,Seven Oaks General Hospital,83.3,"Winnipeg, MB",2019
Canada,35,Southlake Regional Health Centre,83.3,"Newmarket, ON",2019
Canada,36,Royal Alexandra Hospital,82.9,"Edmonton, AB",2019
Canada,37,St. Boniface Hospital,82.8,"Winnipeg, MB",2019
Canada,38,University of Alberta Hospital,82.6,"Edmonton, AB",2019
Canada,39,The Credit Valley Hospital (Trillium Health Partners),82.1,"Mississauga, ON",2019
Canada,40,Mackenzie Richmond Hill Hospital,81.8,"Richmond Hill, ON",2019
Canada,41,St. Mary’s Hospital Centre/Centre hospitalier de St. Mary,81.7,"Montreal, QC",2019
Canada,42,Grand River Hospital,81.3,"Kitchener, ON",2019
